Lead ID	Job Title	Language	Valid JT	Job Role	Marketing Audience	Function	Seniority	Confidence Score
4001	IT企画、推進	ja	Yes	Business Planner				1
4002	IT企画・推進	ja	Yes	Business Planner				1
4003	IT企画・開発	ja	Yes	Business Planner				1
4004	IT企画SL	ja	Yes	Information Technology Consultant	Information Technology DM	Information Technology	Senior	0.75
4005	IT企画員	ja	Yes	Business Planner				1
4006	IT企画推進グループ	ja	Yes	Business Planner				1
4007	IT企画推進部	ja	Yes	Business Planner				1
4008	IT企画部 インフラ担当	ja	Yes	Infrastructure Engineer				1
4009	IT企画部 専門部長	ja	Yes	Information Technology Manager	Information Technology DM	Information Technology	Manager	1
4010	IT企画部　担当部長	ja	Yes	Information Technology Manager	Information Technology DM	Information Technology	Manager	1
4011	IT企画部 部長	ja	Yes	Information Technology Manager	Information Technology DM	Information Technology	Manager	1
4012	IT企画部セキュリティー課 課長	ja	Yes	Information Technology Manager				1
4013	IT企画部リーダー TCR	ja	Yes	Business Planner				1
4014	IT企画部部長 リスク管理グループリーダー	ja	Yes	Information Technology Manager				1
4015	IT企画部長	ja	Yes	Information Technology Manager	Information Technology DM	Information Technology	Manager	1
4016	IT企画部長 兼 開発部担当部長	ja	Yes	Information Technology Manager	Information Technology DM	Information Technology	Manager	1
4017	IT企画開発	ja	Yes	Business Planner				1
4018	IT企画開発部	ja	Yes	Business Planner				1
4019	IT作業者	ja	Yes	Information Technology Generalist	Information Technology User	Information Technology	Entry	1
4020	IT保守	zh-Hans	Yes	Information Technology Generalist				1
4021	IT保守サービス	ja	Yes	Information Technology Generalist				1
4022	IT全般	ja	Yes	Information Technology Generalist	Information Technology User	Information Technology	Entry	1
4023	IT分野	ja	Yes	Information Technology Generalist				1
4024	IT利用スタッフ	ja	Yes	Information Technology Generalist				1
4025	IT副部門長	ja	Yes	Information Technology Manager	Information Technology DM	Information Technology	Manager	1
4026	IT化推進	zh-Hans	Yes	Technology Development Engineer				1
4027	IT営業	ja	Yes	Technical Sales Professional	Sales User	Sales	Entry	1
4028	IT基盤	ja	Yes	Infrastructure Engineer	Information Technology User	Information Technology	Entry	1
4029	IT基盤エンジニアリング第4部なし	ja	Yes	Information Technology Generalist				0.95
4030	IT基盤システム	ja	Yes	Infrastructure Engineer				1
4031	IT基盤ソリューションサービス部 エキスパート	ja	Yes	Infrastructure Engineer	Information Technology User	Information Technology	Entry	1
4032	IT基盤ビジネス推進部	ja	Yes	Infrastructure Engineer				1
4033	IT基盤技術開発	ja	Yes	Technology Development Engineer				1
4034	IT基盤構築	ja	Yes	Infrastructure Engineer	Information Technology User	Information Technology	Entry	1
4035	IT基盤統括部長	ja	Yes	Information Technology Manager	Information Technology DM	Information Technology	Manager	1
4036	IT基盤運営部　次長	ja	Yes	Director of Information Technology				1
4037	IT専門職	ja	Yes	Information Technology Generalist	Information Technology User	Information Technology	Entry	1
4038	IT導入	ja	Yes	Information Technology Generalist	Information Technology User	Information Technology	Entry	1
4039	IT導入企画推進	ja	Yes	Information Technology Generalist	Information Technology User	Information Technology	Entry	0.7
4040	IT常駐型派遣	ja	Yes	Information Technology Generalist				1
4041	IT従事者	ja	Yes	Information Technology Generalist	Information Technology User	Information Technology	Entry	1
4042	IT従業員	ja	Yes	Information Technology Generalist	Information Technology User	Information Technology	Entry	0.96
4043	IT情報システム室	ja	Yes	Information Technology Generalist				1
4044	IT戦略	ja	Yes	Information Technology Generalist				1
4045	IT戦略グループ	ja	Yes	Information Technology Generalist	Information Technology User	Information Technology	Entry	1
4046	IT戦略企画	ja	Yes	Information Technology Generalist				1
4047	IT戦略企画部長	ja	Yes	Information Technology Manager	Information Technology DM	Information Technology	Manager	1
4048	IT戦略室	ja	Yes	Information Technology Generalist				1
4049	IT戦略室CIO 兼 情報システム本部長 執行役員	ja	Yes	Information Technology Manager				1
4050	IT戦略室マネージャー	ja	Yes	Information Technology Manager	Information Technology DM	Information Technology	Manager	1
4051	IT戦略担当	ja	Yes	Business Strategist				1
4052	IT戦略推進室 室長	ja	Yes	Information Technology Manager	Information Technology DM	Information Technology	Manager	1
4053	ＩＴ戦略推進部　部長	ja	Yes	Information Technology Manager	Information Technology DM	Information Technology	Manager	1
4054	IT戦略本部	ja	Yes	Information Technology Generalist				1
4055	IT戦略部	ja	Yes	Chief Information Technology Officer	Information Technology CXO	Information Technology	CXO	0.7
4056	IT戦略部 担当マネージャー	ja	Yes	Information Technology Manager				1
4057	IT戦略部エキスパート	ja	Yes	Information Technology Generalist				1
4058	IT技師	ja	Yes	Engineer				1
4059	IT技術者	ja	Yes	Information Technology Generalist	Information Technology User	Information Technology	Entry	1
4060	IT技術者（派遣）	ja	Yes	Information Technology Generalist	Information Technology User	Information Technology	Entry	1
4061	ITサービス業	ja	Yes	Information Technology Support Specialist	Information Technology User	Information Technology	Entry	1
4062	IT投資マネジメント	ja	Yes	Investment Trader				1
4063	ＩＴ投資企画部 課長	ja	Yes	Investment Portfolio Manager	Accounting and Finance DM	Accounting and Finance	Manager	1
4064	IT担当	ja	Yes	Information Technology Generalist	Information Technology User	Information Technology	Entry	1
4065	ＩＴ担当	ja	Yes	Information Technology Generalist				1
4066	IT担当 TCR	ja	Yes	Information Technology Generalist				1
4067	IT担当　TCR	ja	Yes	Information Technology Generalist				1
4068	IT担当マネージャー	ja	Yes	Information Technology Manager	Information Technology DM	Information Technology	Manager	1
4069	IT担当社員	ja	Yes	Information Technology Generalist	Information Technology User	Information Technology	Entry	1
4070	IT担当者	ja	Yes	Information Technology Generalist				0.97
4071	ＩＴ担当者	ja	Yes	Information Technology Generalist	Information Technology User	Information Technology	Entry	0.97
4072	IT担当者 TCR	ja	Yes	Information Technology Generalist	Information Technology User	Information Technology	Entry	1
4073	IT担当者、事務	ja	Yes	Information Technology Generalist	Information Technology User	Information Technology	Entry	1
4074	ＩＴ推進	ja	No					
4075	IT推進グループ	ja	Yes	Technology Development Engineer				1
4076	IT推進チーム	ja	Yes	Technology Development Engineer				1
4077	IT推進プロジェクト室長	ja	Yes	Information Technology Manager				1
4078	IT推進室	ja	Yes	Technology Development Engineer				1
4079	IT推進室 TCR	ja	Yes	Technology Development Engineer	Engineering User	Engineering	Entry	1
4080	IT推進室 係長	ja	Yes	Information Technology Manager	Information Technology DM	Information Technology	Manager	1
4081	IT推進室 室長	ja	Yes	Information Technology Manager	Information Technology DM	Information Technology	Manager	1
4082	IT推進局次長 兼 システム部長	ja	Yes	Information Technology Manager	Information Technology DM	Information Technology	Manager	1
4083	IT推進担当	ja	Yes	Technology Development Engineer				1
4084	IT推進本部 DX推進部 DX開発室	ja	Yes	Technology Development Engineer				1
4085	IT推進課	ja	Yes	Technology Development Engineer				1
4086	IT推進課 一般社員・職員	ja	Yes	Technology Development Engineer				1
4087	IT推進部	ja	Yes	Information Technology Generalist	Information Technology User	Information Technology	Entry	0.93
4088	ＩＴ推進部	ja	Yes	Information Technology Generalist	Information Technology User	Information Technology	Entry	0.93
4089	IT推進部長	ja	Yes	Information Technology Manager	Information Technology DM	Information Technology	Manager	1
4090	IT支援	ja	Yes	Information Technology Support Specialist	Information Technology User	Information Technology	Entry	0.85
4091	IT整備	ja	Yes	Information Technology Generalist	Information Technology User	Information Technology	Entry	1
4092	IT本	zh-Hans	Yes	Information Technology Generalist	Information Technology User	Information Technology	Entry	1
4093	IT本部	ja	Yes	Information Technology Generalist	Information Technology User	Information Technology	Entry	1
4094	"IT本部 IT戦略部 システム基盤グループ, SOFTWARE ENGINEER"	ja	Yes	Software Engineer	Engineering User	Engineering	Entry	1
4095	"IT本部 IT戦略部 システム基盤グループ, エンジニア"	ja	Yes	Information Technology Engineer	Engineering User	Engineering	Entry	0.99
4096	IT本部 システムサービス部 システムサービス企画課	ja	Yes	Information Technology Generalist				1
4097	IT本部 セキュリティ統括部 部長	ja	Yes	Information Technology Security Manager	Security DM	Security	Manager	1
4098	IT本部 テクノロジー＆サービス部	ja	Yes	Information Technology Generalist				1
4099	IT本部　技術開発部 インフラアーキテクト課	ja	Yes	Infrastructure Engineer	Information Technology User	Information Technology	Entry	1
4100	IT本部第2事業部第４部 ITエンジニア	ja	Yes	Engineer				1
4101	IT業	ja	Yes	Information Technology Generalist	Information Technology User	Information Technology	Entry	1
4102	IT業務	ja	Yes	Information Technology Generalist				1
4103	IT業務のヘルプデスク	ja	Yes	Information Technology Help Desk	Information Technology User	Information Technology	Entry	1
4104	IT業務管理	ja	Yes	Information Technology Generalist				1
4105	IT業務部	ja	Yes	Operations Staff	Operations User	Operations	Entry	0.7
4106	IT業務部 事業IT基盤統括課	zh-Hant	Yes	Infrastructure Manager	Information Technology DM	Information Technology	Manager	0.9
4107	IT業界	ja	Yes	Information Technology Generalist	Information Technology User	Information Technology	Entry	1
4108	IT業革部	ja	No					
4109	IT構築	ja	Yes	Information Technology Architect				1
4110	IT標準推進担当課長	ja	Yes	Information Technology Manager	Information Technology DM	Information Technology	Manager	1
4111	IT活用による地域貢献	ja	Yes	Information Technology Generalist	Information Technology User	Information Technology	Entry	0.7
4112	IT活用企画	ja	Yes	Information Technology Generalist				1
4113	IT活用支援	ja	Yes	Information Technology Generalist	Information Technology User	Information Technology	Entry	1
4114	IT派遣	ja	Yes	Information Technology Generalist				1
4115	IT監査	ja	Yes	Information Technology Auditor	Information Technology DM	Information Technology	Senior	0.95
4116	IT研修	ja	Yes	Technology Instructor	Education DM	Education	Senior	1
4117	IT研修生	ja	Yes	Information Technology Generalist	Information Technology User	Information Technology	Entry	1
4118	IT管理	zh-Hans	Yes	Information Technology Administrator	Information Technology User	Information Technology	Entry	1
4119	ＩＴ管理	zh-Hans	Yes	Information Technology Administrator	Information Technology User	Information Technology	Entry	1
4120	IT管理担当	ja	Yes	Information Technology Administrator	Information Technology User	Information Technology	Entry	1
4121	IT管理担当者	ja	Yes	Information Technology Administrator	Information Technology User	Information Technology	Entry	1
4122	IT管理者	ja	Yes	Information Technology Administrator	Information Technology User	Information Technology	Entry	1
4123	IT管理者　TCR	ja	Yes	Information Technology Administrator	Information Technology User	Information Technology	Entry	1
4124	IT管理者/開発者	ja	Yes	Information Technology Administrator	Information Technology User	Information Technology	Entry	1
4125	IT管理職	ja	Yes	Information Technology Administrator				1
4126	IT管理責任者	ja	Yes	Information Technology Manager	Information Technology DM	Information Technology	Manager	1
4127	IT管理部	zh-Hans	Yes	Information Technology Administrator				1
4128	IT管理部門	ja	Yes	Information Technology Administrator	Information Technology User	Information Technology	Entry	1
4129	ITシステム部	ja	Yes	Information Technology System Administrator				1
4130	IT系システム運用	ja	Yes	Information Technology Generalist				1
4131	IT系事務	ja	Yes	Information Technology Generalist				1
4132	IT統制本部 本部長	ja	Yes	Information Technology Manager	Information Technology DM	Information Technology	Manager	1
4133	IT統括	ja	Yes	Information Technology Manager	Information Technology DM	Information Technology	Manager	1
4134	IT統括 IT&ｿﾘｭｰｼｮﾝ運用本部 ﾌﾟﾗｯﾄﾌｫｰﾑ運用統括部 運用ｼｽﾃﾑ開発2部	zh-Hant	Yes	Information Technology Manager	Information Technology DM	Information Technology	Manager	0.7
4135	IT統括 IT推進部	ja	Yes	Information Technology Administrator				1
4136	IT統括部	ja	Yes	Information Technology Administrator				1
4137	ＩＴ統括部	ja	Yes	Information Technology Administrator				1
4138	IT統括部　IT基幹部　標準化グループ員	ja	Yes	Information Technology Generalist				0.96
4139	IT統括部 システム統括グループ副調査役	ja	Yes	Information Technology Administrator				1
